"sim_id","q0_pca_share","q0_mean_ratio","q0_max_ratio","q0_top5_overlap","q0_pca_avg_rank","q0_pca_cv","q0_gini","q0_cv","reduction_diim","reduction_pca","pca_advantage","pca_wins","overlap"
1686,0.291232950092098,0.821801606409163,0.882703050419376,1,9.8,0.435647759177669,0.199447850066119,0.362259182764589,856.227010099734,584.712489803132,-271.514520296601,FALSE,4
1687,0.299812195223916,0.856376512640903,0.957091504142688,1,8.6,0.609295288037026,0.250284848895065,0.470047340382138,552.428314814053,493.351256374852,-59.0770584392012,FALSE,4
1688,0.380805084314242,1.23000068207117,1.09528348841197,2,6.8,0.645174920394364,0.352276757322219,0.648118672622912,488.960264268455,529.52336056708,40.5630962986252,TRUE,4
1689,0.512021574730055,2.09854185437321,1.13131773321401,3,4.8,0.60691974041788,0.397192928304419,0.797006134199647,542.495290288556,600.993380355052,58.4980900664959,TRUE,4
1690,0.272819174030106,0.750347545718706,0.588148076450559,0,9.6,0.46349997119692,0.328781922145137,0.601777679319363,468.200702742084,412.409283519708,-55.7914192223761,FALSE,4
1691,0.42988982855761,1.50809387410149,0.967117745745746,3,6,0.369745201953279,0.34772807621251,0.627824918896828,691.410717657673,718.442930845915,27.0322131882422,TRUE,4
1692,0.342919911043474,1.0437689919597,0.903824226019272,2,8.2,0.467736987963222,0.254536426884393,0.466993583372176,347.823995789739,376.681737350864,28.8577415611253,TRUE,4
1693,0.277218740516902,0.767088899662831,1.02352409581905,1,9.6,0.885230184345541,0.304819023628348,0.566347786274259,342.075173081768,376.855727039441,34.780553957673,TRUE,4
1694,0.510846399823158,2.08869524680376,1.16500219977124,3,4.2,0.329981728580765,0.36923959617534,0.671880791137923,590.848915126218,660.233250616508,69.3843354902892,TRUE,4
1695,0.297279694085725,0.846082549724954,0.973753204631691,1,8.8,0.646830688564619,0.283849838496955,0.526606937694683,390.648739054377,395.403596032469,4.75485697809199,TRUE,4
1696,0.351893173206947,1.08591102163875,1.02345144655671,2,7.2,0.663767148097902,0.315125494454301,0.578353423013545,559.51698385195,504.039514876313,-55.4774689756377,FALSE,4
1697,0.350405531996603,1.07884395343949,1.10168251499378,2,7.6,0.796978310700412,0.370648451114675,0.673804236740023,502.297516458661,445.352595395059,-56.9449210636012,FALSE,4
1698,0.300331727839773,0.858497490282067,0.734677766492043,1,8.6,0.691494492016355,0.37919674797034,0.692396933388742,240.28434684519,268.362143991097,28.0777971459065,TRUE,4
1699,0.288210628350043,0.809819982790579,0.912190385507016,1,9,0.718710253822115,0.384828721093176,0.6984258627136,382.483369206977,345.364581097085,-37.1187881098922,FALSE,4
