"sim_id","c_star_mean","c_star_sd","c_star_max","c_star_gini","c_star_sum","q0_mean","q0_sd","q0_max","q0_gini","q0_sum","cstar_q0_cor","c_star_pca_share","q0_pca_share","lockdown_duration","loss_base","loss_diim","loss_pca","reduction_diim","reduction_pca","pca_wins","overlap"
197,0.673601466656858,0.387406867761185,1.40732791041864,0.313573414524249,10.1040219998529,0.0110570766946674,0.00816622019257415,0.022864939305474,0.4063775564929,0.165856150420011,-0.517025051861275,0.234107763319642,0.46485216787338,13,50726.982054745,50087.7224421334,50040.9989397503,639.259612611655,685.98311499472,TRUE,3
198,0.510805644341018,0.416193846846918,1.59531328176474,0.41413147631964,7.66208466511526,0.0136785510508816,0.00611660400740493,0.0224546029293512,0.247224758379459,0.205178265763224,-0.126632857489166,0.506355408480722,0.3321986980497,55,199156.200220599,198500.222771166,198495.726063013,655.977449432772,660.474157585821,TRUE,3
199,0.82808736426228,0.305223087127768,1.34268420128403,0.198137700088162,12.4213104639342,0.0125377206383813,0.00900511389456445,0.0231902763252025,0.383477526614537,0.188065809575719,0.389112053137068,0.402121120698222,0.297497231830871,61,273826.544599759,273117.60436643,273214.571025383,708.94023332902,611.973574375617,FALSE,4
200,0.804096607717037,0.579176884237122,1.57789820517946,0.392266564067412,12.0614491157556,0.0134369638455411,0.00779071673871395,0.023077842001245,0.318823505601769,0.201554457683116,0.0669296861889264,0.424220830418472,0.293831630043414,23,127844.194803728,127151.425787298,127390.756785256,692.769016429753,453.438018471541,FALSE,3
201,0.631649780237499,0.483213893788816,1.39645211304011,0.416513452094287,9.47474670356248,0.0125589856234179,0.00676915858892763,0.0225232326349433,0.293594928378405,0.188384784351268,0.14369418812247,0.357353113547666,0.323038707981995,52,150959.983552781,150088.351345451,150369.410415136,871.632207330142,590.573137644998,FALSE,4
202,0.688423788989408,0.499860005990806,1.56140278976488,0.392310954993316,10.3263568348411,0.0105890028304375,0.00797783633758054,0.022822177963054,0.411544818483701,0.158835042456562,0.318947140419296,0.405064946973789,0.29499410317205,41,160189.327319552,159822.019324633,159863.474633262,367.307994919451,325.852686290309,FALSE,4
203,0.969005675385609,0.425067370238289,1.54829729036438,0.241535853263169,14.5350851307841,0.0141552026570712,0.00762229478775349,0.0228222248322458,0.28705015188431,0.212328039856068,-0.111043773969797,0.269588695089143,0.455328096941012,62,295358.186424455,294373.809861095,294582.374653832,984.376563359983,775.811770622444,FALSE,3
204,0.5920122267386,0.471659835712594,1.43969914916543,0.432672471790495,8.880183401079,0.0104974005076181,0.00621168189798536,0.019405045263008,0.322320024957086,0.157461007614272,-0.0785777150035709,0.281007205254076,0.357917076372746,61,220259.80821023,219783.737946406,219757.621013651,476.070263824193,502.187196579238,TRUE,3
205,0.644966031200891,0.436827916982923,1.35214498607269,0.373976570647033,9.67449046801336,0.0119353066156936,0.00519361624162428,0.0210264729078499,0.239181197929648,0.179029599235404,0.0628588639116292,0.378683100717132,0.409164862101412,26,99877.8497369853,99181.9627800695,99271.0773752544,695.886956915798,606.77236173088,FALSE,4
206,0.754331941250583,0.522172851786776,1.59736718290402,0.37664542042412,11.3149791187588,0.0090613174409489,0.00595295036802805,0.022899225268308,0.35232472652273,0.135919761614233,-0.00433119236758495,0.275521903067488,0.490029625550622,52,176890.988882466,176296.400073425,176322.117461553,594.588809040899,568.871420913347,FALSE,2
207,0.873944897812188,0.523615711561835,1.4902474614919,0.325894622166896,13.1091734671828,0.0128049317081535,0.00727886671517607,0.0235604618469282,0.313933963902138,0.192073975622302,0.361767249786934,0.414303577884024,0.340549945304801,34,192058.371868496,191362.533661185,191567.432847395,695.83820731123,490.939021100668,FALSE,4
208,0.777259486368795,0.609914184967511,1.58809268485718,0.427119580166871,11.6588922955319,0.00956656282103178,0.00634998973302751,0.0224894842922333,0.353373176020904,0.143498442315477,-0.408900134360055,0.457196352904296,0.346262918373062,57,283191.664331882,282582.498526334,282712.512974016,609.165805548255,479.151357866474,FALSE,4
209,0.899038321963603,0.527519723482021,1.56237875887876,0.32149417201018,13.485574829454,0.00913701874963919,0.0081556241990173,0.0209821248466202,0.477130802832897,0.137055281244588,-0.0108706401914769,0.306405370965363,0.222740501248385,64,381758.417085439,381222.245567961,381521.213547361,536.17151747836,237.203538077942,FALSE,3
210,0.878112768943699,0.532297386286566,1.59139447841539,0.334383650692491,13.1716915341555,0.0108809461484287,0.00721868267394617,0.0230439610724198,0.362889280502058,0.163214192226431,-0.129153574185723,0.313451667099819,0.307694612899234,24,111813.520996957,111185.005955431,111369.463153276,628.515041525796,444.057843681177,FALSE,4
211,0.724604377370751,0.588431266560079,1.57905609667268,0.438027411651042,10.8690656605613,0.0114853666443082,0.00687117587065208,0.0222271435376956,0.328559216769652,0.172280499664623,-0.0677560845053455,0.227123219601174,0.362083752867704,28,72794.3793780048,72133.9724950136,72388.8510277859,660.406882991112,405.528350218825,FALSE,3
212,0.669129235744391,0.355089942077264,1.38415694578095,0.288182005621833,10.0369385361659,0.0130973604938886,0.00832028771390078,0.0236233513361009,0.345742503789938,0.196460407408329,0.071046489776294,0.362154120310829,0.335154812402286,45,156869.177208416,156404.585328893,156455.228575596,464.59187952333,413.948632820393,FALSE,3
